"user_id","risk_score",isAnomaly,"denied_count","unique_sources","snort_alert_count","snort_critical_count","last_snort_rule","last_snort_message","device_id","trust_level","updated_at"
"soc_admin",10,0,1,1,0,0,,,,,1782663720
